intent,english
disagree_to_pay,I don't think i can pay
disagree_to_pay,I will not pay
disagree_to_pay,I don't want to give EMI
disagree_to_pay,Cannot give EMI right now
disagree_to_pay,EMI will not be paid this time
disagree_to_pay,I will not pay this time
disagree_to_pay,This time will not give EMI
ask_principal_amount,How much loan have I taken?
ask_principal_amount,What is the loan amount?
ask_principal_amount,What is the total principle amount?
ask_principal_amount,What is my original amount?
ask_principal_amount,How much is the principle amount?
ask_principal_amount,Is the principle amount still left?
ask_principal_amount,What is my principle amount?
ask_principal_amount,Want to know the principle amount
ask_principal_amount,How much is my principle amount 
ask_principal_amount,Please indicate the principle amount.
ask_principal_amount,what's the principle amount?
ask_principal_amount,principal amount ?
ask_principal_amount,How much principle amount is approximately?
ask_principal_amount,How much will this principle amount be mine
ask_principal_amount,How much more principle amount is to be given?
ask_principal_amount,What will be the total payment of principle amount?
ask_principal_amount,What is the principal amount to be paid?
ask_principal_amount,Now how much will be the principal amount?
ask_principal_amount,How much of the principle amount will I have to pay ?
ask_principal_amount,what is the entire principle amount?
ask_principal_amount,What will be my outstanding principle amount right now
ask_principal_amount,What is the original amount still to be paid?
ask_interest_rate,At what rate are you charging from me?
ask_interest_rate,What is the rate of my loan
ask_interest_rate,A little detail of interest rate
ask_interest_rate,How much interest rate is currently being charged on my loan
ask_interest_rate,Tell me about the interest rate which is charged for my loan
ask_interest_rate,At what interest rate are you charging current
ask_interest_rate,Thank you also tell us how much interest is being taken
ask_interest_rate,"Yes, how much interest have you applied in this loan"
ask_interest_rate,I want to know about interest rate
ask_interest_rate,Tell me about the interest 
ask_interest_rate,How much interest is being taken in this
ask_interest_rate,Had to ask about the interest rate
ask_interest_rate,Will you give some information about interest rate
ask_interest_rate,How much rate of interest is in this
ask_interest_rate,Yes how much rate of interest
ask_interest_rate,What is the current interest rate
ask_interest_rate,What interest rate am i being charged
ask_interest_rate,Can you tell me something about the current interest rate
ask_interest_rate,What amount will I get at the current interest rate
ask_interest_rate,What is the interest rate going on right now
ask_interest_rate,How much my interest rate will be
ask_interest_rate,At what interest rate are you giving a loan now
ask_interest_rate,Need information about current interest rate
ask_interest_rate,What is my current interest rate
ask_interest_rate,What is the current rate of interest?
ask_interest_rate,How much is my interest rate
ask_interest_rate,This interest rate is currently
ask_interest_rate,How much interest rate am I currently
ask_interest_rate,How much or less the current rate of interest is from before
ask_interest_rate,Where can I see the current interest rate
ask_interest_rate,At what interest rate is the loan currently granted?
ask_interest_rate,Wanted information about my interest rate
ask_interest_rate,What can you tell about the current interest rate
ask_interest_rate,What is my current interest rate
ask_interest_rate,What is the interest rate of interest
ask_interest_rate,When will the current interest rate change?
ask_interest_rate,What is the interest rate for me
ask_interest_rate,How much will the interest rate be for me
ask_interest_rate,When can the current interest rate change
ask_interest_rate,I had to find the interest rate
ask_interest_rate,How to know the interest rate
ask_interest_rate,Why is this current interest rate so high?
ask_interest_rate,What will be the current interest rate for me
ask_interest_rate,State the interest rate
ask_interest_rate,Tell our current interest
ask_interest_rate,What is my interest rate
ask_interest_rate,Can you tell me my interest rate
ask_payment_till_now,I wanted to know how much money I have given to the total so far of home loan
ask_payment_till_now,I do not remember how much amount I have been given so far… Please tell
ask_payment_till_now,How much loan have I given?
ask_payment_till_now,How much balance is left to be paid ..... I had already paid a lot for the loan
ask_payment_till_now,Please tell how much part of the loan I have paid
ask_payment_till_now,Tell balance details now
ask_payment_till_now,How much have I paid yet?
ask_payment_till_now,How much loan balance is left?
ask_payment_till_now,What is the payment balance?
ask_payment_till_now,How much have I paid?
ask_payment_till_now,How much balance to pay now?
ask_payment_till_now,How much payment I have left?
ask_payment_till_now,How much balance account is left
ask_payment_till_now,How much money have I paid?
ask_payment_till_now,"After this payment, how much balance will be made"
ask_payment_till_now,I am paying today. How much more will be left to do now?
ask_payment_till_now,How much amount of loan is left to be paid?
ask_payment_till_now,How much balance is left
ask_payment_till_now,How much will the loan be left after giving today's installment?
ask_payment_till_now,How much of my loan payment is left now?
ask_payment_till_now,How much loan is unpaid now?
ask_payment_till_now,I have given the installment today how much money left to give now
ask_payment_till_now,How much loan have I paid?
ask_payment_till_now,What is the amount left for the loan
ask_payment_till_now,I will pay today how much loan will remain after that
ask_payment_till_now,How much loan have I made so far?
ask_payment_till_now,"My father has paid the installment this time, how much loan is left"
ask_payment_till_now,How much have I paid so far?
ask_payment_till_now,How much have I paid for Total?
ask_payment_till_now,How much money is left for the loan to end?
ask_payment_till_now,How much have I paid this including time?
ask_payment_till_now,Will you tell me the balance?
ask_payment_till_now,How much will this payment have to be made and to end the loan?
ask_payment_till_now,How much more to pay now?
ask_payment_till_now,How much money have I paid for this loan?
ask_payment_till_now,How much money have I paid for the loan so far?
ask_next_due_date,When to pay next
ask_next_due_date,What is the next date of EMI?
ask_next_due_date,When is the next payment date?
ask_next_due_date,What is my next payment date
ask_next_due_date,How long to pay for the next time?
ask_next_due_date,When to pay next month?
ask_next_due_date,When is the next E M I date?
ask_next_due_date,When is the next payment date?
ask_next_due_date,When is the next date for payment?
ask_next_due_date,When is the E M I to be given next month?
ask_next_due_date,What is my next due date for EMI?
ask_next_due_date,When do we have to make the next payment
ask_next_due_date,What is the next date for payment?
ask_next_due_date,What is the next due date for payment?
ask_next_due_date,When is the date of payment next month?
ask_next_due_date,What will be the next date for payment of loan amount?
ask_next_due_date,What is the due date for this in the next two months?
ask_next_due_date,payment has to be done next month too. till what day?
ask_next_due_date,What is my payment date for next week?
ask_next_due_date,Which day to pay next month?
ask_next_due_date,When should I pay this installment next month?
ask_next_due_date,I have not paid this time when can I do it next month?
ask_next_due_date,Tell pay date of next month
ask_next_due_date,How much to pay next time and when?
ask_next_due_date,What day do I have to pay next week?
ask_next_due_date,What is my next date to pay?
ask_next_due_date,Do I have to pay next month too? What is the date?
ask_next_due_date,What is the next date of repayment of this loan?
ask_next_due_date,What is the next due date?
ask_next_due_date,When is the next payment date?
ask_next_due_date,when do I have to pay next?
ask_next_due_date,next due date?
ask_next_due_date,next payment cycle is when?
ask_next_due_date,next emi date will be?
ask_next_due_date,what is the next date for emi pay?
ask_next_due_date,what's the emi payment date for next month?
ask_next_due_date,this month's payment is done. when will it be for next month?
ask_next_due_date,can you tell due date for next month?
ask_next_due_date,emi due date for my loan?
ask_next_due_date,do you know the due date for my emi?
ask_next_due_date,whats the due date of next emi
ask_next_due_date,next due date 
ask_next_due_date,next emi date will be?
ask_next_due_date,when is next emi date
ask_next_due_date,due date of next emi 
ask_next_due_date,whats next due date
ask_next_due_date,when to pay next emi
ask_next_due_date,next emi date?
ask_next_due_date,next EMI due date
tenure_left,When does the tenure end
tenure_left,How long is the tenure
tenure_left,When is the last month for the loan
tenure_left,When will the loan be over
tenure_left,How many months are left before the tenure ends
tenure_left,What is the last loan date
tenure_left,How long will the loan last
tenure_left,What is its loan tenure?
tenure_left,When is the loan going to end?
tenure_left,How much time is left for the loan to end
tenure_left,When will the loan end?
tenure_left,Till when the loan will end?
tenure_left,How long is my loan
tenure_left,What month is this loan till
tenure_left,When is the last date for this loan?
tenure_left,How much time is left for the loan tenure to end?
tenure_left,How long is the loan period?
tenure_left,How much time is left for the tenure to get over?
tenure_left,How many days are more for the loan?
tenure_left,When do i have to give a loan now
tenure_left,What is the last month of loan?
tenure_left,How many more days will the loan go
tenure_left,In what time will the loan end?
tenure_left,What time will be left for the loan tenure to end?
tenure_left,How many more days will the loan remain?
tenure_left,When will the loan end?
tenure_left,When is my loan coming to an end
tenure_left,How much time will the loan end?
tenure_left,When can you tell the loan tenure is coming to an end?
tenure_left,What will be the last month of my loan?
tenure_left,what time is left for this to over?
tenure_left,when does this loan end?
tenure_left,what amount of time is left for this loan to end?
tenure_left,what time is left for the end of the loan ?
tenure_left,when will this tenure for loan end?
tenure_left,how many months left in tenure of loan?
tenure_left,what is the time left for the loan?
tenure_left,What is the time left in the loan tenure
tenure_left,remaining loan tenure
tenure_left,what time is left on loan tenure?
reduce_emi,Can  EMI be reduced
reduce_emi,Can payment for EMI be reduced
reduce_emi,EMI is more can it be reduced
reduce_emi,How to reduce EMI
reduce_emi,Please decrease the emi
reduce_emi,I have to pay a lot of EMI can you reduce it
reduce_emi,I can not pay this much EMI please make some changes
reduce_emi,I can not pay this much EMI
reduce_emi,We want to reduce the amount of EMI
reduce_emi,I need a change in EMI amount
reduce_emi,How low can the EMI be reduced
reduce_emi,How much money can you reduce in EMI
reduce_emi,The amount of EMI has been increased without any notifying change it to as much as before
reduce_emi,How to lower the EMI amount?
reduce_emi,EMI has to be reduced a bit
reduce_emi,The EMI amount is higher. Please reduce it
reduce_emi,I want to change my  EMI amount
reduce_emi,Can you please reduce the EMI amount?
reduce_emi,I will not be able to pay such a thick EMI. Please consider reducing it
reduce_emi,What is the process of reducing EMI
reduce_emi,I want my EMI to be reduced by 5%
reduce_emi,I am requesting you to reduce the EMI because it is too much to pay
reduce_emi,What can I do to reduce EMI
reduce_emi,I request you to reduce EMI
reduce_emi,Please I need modification in installment amount
reduce_emi,I cannot pay such huge amount og EMI
reduce_emi,Where can I request to change my EMI amount officially
reduce_emi,Change my EMI amount
reduce_emi,Can you reduce emi cost?
reduce_emi,This is generally higher than paying as EMI. Reduce it
reduce_emi,can you reduce emi?
reduce_emi,the EMI amount is a lot. please lessen it
reduce_emi,you will have to decrease the amount of emi
reduce_emi,reduce the amount of EMI
reduce_emi,I won't be able to pay so much. reduce the emi
reduce_emi,emi amount is a lot for me. please reduce it 
reduce_emi,you would have to reduce the emi cost for it
reduce_emi,i'd like to have less EMI
reduce_emi,you can reduce the EMI I think
change_emi_due_date,How to change emi date
change_emi_due_date,Need changes in EMI due date
change_emi_due_date,Need more time for EMI
change_emi_due_date,Where can emi date  be changed?
change_emi_due_date,Please change EMi due date
change_emi_due_date,I request for change in EMI due date
change_emi_due_date,Wanted to change E M I date
change_emi_due_date,EMI is due date is already passed out Please change the due date
change_emi_due_date,In prior I'm notifying you that I won't be able to make payment on due date
change_emi_due_date,I forgot the due date and it has to be payed very soon. Please change the due date
change_emi_due_date,Can I change my E M I due date
change_emi_due_date,Extend the EMI due date to someother time
change_emi_due_date,Change the EMI date to some other day
change_emi_due_date,I want E M I due dates to be changed
change_emi_due_date,I need more time to pay the EMI. Please change the due date
change_emi_due_date,Can you help me change the date of EMI
change_emi_due_date,I had changed the EMI date previously. But not reflecting
change_emi_due_date,How can I change the E M I date
change_emi_due_date,Reschedule my EMI due date as I won't be able to pay
change_emi_due_date,How to change emi due date
change_emi_due_date,Can there be a date change of EMI?
change_emi_due_date,I wont be able to make the payment so early.Please change the due date
change_emi_due_date,How to change this E M I paying date
change_emi_due_date,I need a change in E M I date due to corona
change_emi_due_date,I want to shift the E M I date ahead
change_emi_due_date,Can I have an option of changing the due date?
change_emi_due_date,Payment cannot be done this time.Please give some extension in the due date
change_emi_due_date,Will I be able to change EMI due date
change_emi_due_date,Will it be possible to have some changes in due date
change_emi_due_date,Help me out with the change in the EMI due date
change_emi_due_date,Can you tell me the process of changing the EMI due date
change_emi_due_date,Kindly help me out in changing the EMI due date
change_emi_due_date,Could you please tell me how to make changes in EMI due date
change_emi_due_date,What is the procedure for changing the EMI due date
change_emi_due_date,It will take time to pay the E M I so change it.
change_emi_due_date,It is not possible to make the payment. Please extend my EMI due date
change_emi_due_date,My E M I due date has to be changed again
change_emi_due_date,Where can I make changes to E M I due dates
change_emi_due_date,emi due date needs to be changed
change_emi_due_date,Can you change my EMI due to another day?
change_emi_due_date,shift the emi date
change_emi_due_date,emi due date is too early. please change it
change_emi_due_date,can you change the emi date for me?
change_emi_due_date,change the emi date to next cycle
change_emi_due_date,i have some other bills so please change the emi due date
change_emi_due_date,i want a change in emi due date
change_emi_due_date,change emi due date
ask_late_fees,What is the late fee?
ask_late_fees,"If I delay the payment, will i have to pay the late fee also?"
ask_late_fees,Is there any fine on late payment?
ask_late_fees,What will be the late fee on paying late?
ask_late_fees,How much fine do I have to pay?
ask_late_fees,"My payment is late, how much fine will it take this time?"
ask_late_fees,If the payment is late for the first time will there be any fine?
ask_late_fees,"I didn't remember the payment date, will I have to pay fine?"
ask_late_fees,I wanted to know the late fees
ask_late_fees,How much will the late fine be this time?
ask_late_fees,"The payment will be late this time, what will be the fine?"
ask_late_fees,Can you tell me how much late fee I have to pay?
ask_late_fees,What is the amount of late fine
ask_late_fees,"I will pay, how much is the fine?"
ask_late_fees,"The fine from first time is also left, what is the total fine?"
ask_late_fees,How much is the fee for late payment?
ask_late_fees,what will be late fee for this
ask_late_fees,How much will my fine be after paying two days late?
ask_late_fees,How much is my fine?
ask_late_fees,How much is the late fees?
ask_late_fees,How much extra money is required to be paid after payment date?
ask_late_fees,What are the late charges?
ask_late_fees,How much is late fine?
ask_late_fees,I forgot to pay on time. what will be the late fees?
ask_late_fees,Please tell the late fees
ask_late_fees,Is there any late fees?
ask_late_fees,How long do you have to pay late fees?
ask_late_fees,How long can you give late fine?
ask_late_fees,Is late payment have extra fine?
ask_late_fees,Do you charge fine for paying late?
ask_late_fees,How much is the late fine?
ask_late_fees,How much late fees have to be paid
ask_late_fees,What will be the late fee?
ask_late_fees,I am few days late for payment. any late fee?
ask_late_fees,What if I wont  give late fee if there is any?
ask_late_fees,why is there late fees?
ask_late_fees,do you take late fees for paying EMI a day late?
ask_late_fees,how much late fees do I have to pay?
ask_late_fees,why is late fees so much?
ask_late_fees,cost of late fees?
ask_late_fees,How much will I have to pay for late fee?
ask_late_fees,Will late fee be charged too much?
ask_late_fees,How much will they charge me as late fee?
ask_late_fees,What if I forgot to pay late fee?
ask_late_fees,Will late fee cost me more?
ask_late_fees,How you make late fee payments?
ask_late_fees,Need few info on late fee?
ask_late_fees,How do I get info about late fee?
ask_late_fees,Will I be informed about late fee?
ask_late_fees,on what basis  late fee charges are put?
inform_do_not_call,Don't call I'll see later
inform_do_not_call,No need to call
inform_do_not_call,Don't call again and again
inform_do_not_call,"Don't call now, I'm busy"
inform_do_not_call,No need to call I remember
inform_do_not_call,don't call us now please
inform_do_not_call,"One  call is enough, don't disturb again and again"
inform_do_not_call,Don't call continously and disturb
inform_do_not_call,Don't call now because I'm busy
inform_do_not_call,I'm in the meeting so don't call
inform_do_not_call,Don't call right now because I'm doing another job
inform_do_not_call,Who calls so often? Don't call now
inform_do_not_call,Stop bothering by calling us
inform_do_not_call,Please stop making unnecessary calls
inform_do_not_call,Let's not call any further
inform_do_not_call,Don't call
inform_do_not_call,You've disturbed us by calling again and again. Don't call now because we won't talk now
inform_do_not_call,Don't call this number from now on
inform_do_not_call,"Listen, don't call now"
inform_do_not_call,Don't call daily
inform_do_not_call,Now not a single call should come from your side
inform_do_not_call,Don't call for payment again and again. I remember i will pay
inform_do_not_call,Don't call me now until tomorrow
inform_do_not_call,Stop making these calls you guys
inform_do_not_call,I don't want to talk further on this so don't call
inform_do_not_call,Can you stop calling? It is disturbing
inform_do_not_call,Can you stop calling
inform_do_not_call,Will you stop calling? I do remember
inform_do_not_call,Please don't call me
inform_do_not_call,do not call me
inform_do_not_call,Don't call me now
inform_do_not_call,please don't call
inform_do_not_call,Call me someother time. I'm busy now
inform_do_not_call,do not call and disturb
inform_do_not_call,don't call. I am in middle of other work
inform_do_not_call,Call me later I'm busy right now
inform_do_not_call,better don't call at his time 
inform_do_not_call,This is not right time to discuss. call me later
inform_do_not_call,Please call me in some other time
inform_do_not_call,I'm at office call me later.
inform_call_later,Call anytime else
inform_call_later,I'll listen to you some other time 
inform_call_later,Talk some other time
inform_call_later,Tell it some other day
inform_call_later,Call later
inform_call_later,You call some other day
inform_call_later,Tell some other day
inform_call_later,Talk about it later someday
inform_call_later,Discuss this some other time
inform_call_later,Please call some more time.
inform_call_later,This is not the best time to talk. Call later
inform_call_later,Please call later
inform_call_later,I can talk to you later.
inform_call_later,I will talk later when I have time.
inform_call_later,I'll talk later.
inform_call_later,Call later when I'm free.
inform_call_later,Call me in the evening some other day.
inform_call_later,Call me in some other time because I have a meeting
inform_call_later,call me in a while
inform_call_later,Call some other time
inform_call_later,call me later 
inform_call_later,Talk about this some other time
inform_call_later,Please call me at another time 
inform_call_later,"Can talk in the day,call me then"
inform_call_later,"Call in the day some time, we'll see then"
inform_call_later,Call me later in the evening then we'll talk
inform_call_later,Tell us about it later by calling
inform_call_later,"Can talk only in the day,call me later then"
inform_call_later,We'll talk later
inform_call_later,"Yes, call later in the morning. Can talk then"
inform_call_later,let's talk some other time
inform_call_later,let's talk some other day
inform_call_later,Call me later
inform_call_later,Call at a later time
inform_call_later,call me later in a while
inform_call_later,you can call later
inform_call_later,call some time later
inform_call_later,you may call in some other time
inform_call_later,I'll be free later please call then
inform_call_later,Please do call me later
inform_wrong_info,This information is wrong
inform_wrong_info,My monthly installment is not this much
inform_wrong_info,You are giving wrong information
inform_wrong_info,You are telling wrong date
inform_wrong_info,You are telling wrong EMI
inform_wrong_info,"No, that's wrong, I have no amount left"
inform_wrong_info,"No, you are telling wrong"
inform_wrong_info,I have not taken the loan
inform_wrong_info,Loan amount is not right
inform_wrong_info,My loan is complete now
inform_wrong_info,"you are telling lie, I have completed the loan "
inform_wrong_info,"You have misunderstood, i have different EMI"
inform_wrong_info,"You are saying wrong, my loan is ending this year."
inform_wrong_info,Loan amount was more than this
inform_wrong_info,You are telling  wrong Interest
inform_wrong_info,Tell E M I amount not principal amount
inform_wrong_info,You are giving me wrong info
inform_wrong_info,"My loan value is not this much, something is wrong"
inform_wrong_info,"Which amount of E M I are you saying, I do not give this much"
inform_wrong_info,something is wrong with this info. Please verify
inform_wrong_info,You have given the information for the wrong account
inform_wrong_info,"The last loan date was next month, why are you saying different?"
inform_wrong_info,"She is giving wrong information, I have given more loan than this."
inform_wrong_info,"you are telling me wrong, More time is left to pay for loan"
inform_wrong_info,This was not principal amount
inform_wrong_info,Interest won't be this much
inform_wrong_info,Tell me the correct account number is not mine
inform_wrong_info,You are saying wrong loan EMI
inform_wrong_info,"This is not my name, you are telling someone's else"
inform_wrong_info,You are telling this wrong
inform_wrong_info,You are giving the wrong information
inform_wrong_info,"You have written something else on the website, why are you saying wrong?"
inform_wrong_info,you are telling the wrong emi
inform_wrong_info,But these are wrong loan details 
inform_wrong_info,interest rate wasn't this first. have you given wrong info?
inform_wrong_info,What are you talking about? We have given full EMI
inform_wrong_info,Do not give false information unnecessarily
inform_wrong_info,You are giving me wrong info.Please recheck and come back
inform_wrong_info,you have given wrong details regarding interest rate
affirm,Yes will do it
affirm,It will be done
affirm,Oh ya sure it will be done
affirm,okay will do it
affirm,Sure it will be done
affirm,Fine will do it
affirm,I would say yes will do it
affirm,Will do it soon
deny,I'm not able to do
deny,I wont do
deny,I cannot do
deny,I will not do
deny,I won't be able to do
deny,I will not be able to do it
deny,I'm not going to do
deny,not doing now
deny,cant do now
deny,i can not do now
deny,no not doing it
deny,"No, I have changed my mind."
deny,"No, I do not want that."
deny,Not at all
deny,No chance of doing it
deny,not possible
deny,I don't want it
deny,not required
affirm,Yes Yes
affirm,Is good
affirm,Oh ok sir
affirm,"Yes, I want to continue with the same account."
affirm,I would say so
affirm,Haha
affirm,Okay
affirm,"Yes, OK"
affirm,Hmmmm
affirm,I would say yes
affirm,Hmmmm
affirm,Go ahead
affirm,Haha
affirm,This
affirm,Hmmmm
affirm,correct
affirm,Ok OK
affirm,Yes Yes
affirm,"Yes, OK"
affirm,Cool
affirm,Yes
affirm,Oh ok sir
affirm,"Yes, OK"
affirm,Aha
affirm,Ok OK
affirm,Sure
affirm,Fine
affirm,Yes
affirm,Oh ok sir
affirm,OK then
affirm,Okay
affirm,O ye
affirm,You are right
affirm,exact
affirm,Yes
affirm,Cool
affirm,Yes
affirm,Awesome
affirm,correct
affirm,Yes
affirm,Yeah
affirm,Yes
affirm,Okay
affirm,Yes
affirm,Okay
affirm,Ok OK
affirm,Ok OK
affirm,Yes
affirm,Go ahead
affirm,correct
affirm,Sure
affirm,Okay
affirm,exact
affirm,Go ahead
affirm,Fine
affirm,Yes
deny,Nothing
deny,"No, I have changed my mind."
deny,"No, I do not want that."
deny,I can not
deny,No
deny,"No, I do not want that."
deny,No
deny,Nah
deny,Nothing
deny,I do not know
deny,Nothing
deny,I do not know
deny,forget it
deny,I do not remember
deny,Not at all
deny,Nah
deny,no chance
deny,No
deny,No question
deny,not possible
deny,I can not
deny,No No
deny,No wait
deny,No
deny,Oh no baby
deny,No
deny,No
deny,I do not know
deny,no chance
deny,No
deny,forget it
deny,I do not want to
deny,no
deny,not needed
deny,I do not want to
deny,Oh don't want to know
deny,Nothing to know
deny,I have not ordered
deny,I don't want it
deny,not required
thankyou,That's enough
thankyou,Thanks
thankyou,Thanks
thankyou,Thanks a lot
thankyou,Thank you very much
thankyou,I thank you
thankyou,Thanks friend
thankyou,Thanks
thankyou,thank you
thankyou,Thank you very much
thankyou,thank you goodbye
thankyou,Thanks a lot
thankyou,thank you
thankyou,Thank you very much
thankyou,thank you
thankyou,thank you goodbye
thankyou,I thank you
thankyou,Thank you very much
thankyou,Thank you very much
thankyou,thank you
thankyou,thank for your help
thankyou,Thank you very much
thankyou,Thank you very much
thankyou,Thank you
thankyou,Thanks
thankyou,I thank you from the bottom of my heart
thankyou,thanks a lot
thankyou,Thanks
thankyou,I thank you from the bottom of my heart
thankyou,thank you goodbye
thankyou,thank for your help
thankyou,thanks a lot
thankyou,Thanks a lot
thankyou,Thank you
thankyou,I thank you from the bottom of my heart
thankyou,Thanks a lot
thankyou,Thanks
thankyou,I am thankful. Thanks a lot
thankyou,Thanks
thankyou,Thanks
thankyou,Thanks a ton
thankyou,Thanks a lot
thankyou,Thank you
thankyou,Thanks friend
thankyou,Thank you
thankyou,thank you
thankyou,Thanks you
thankyou,Thanks
thankyou,Thanks friend
thankyou,Thanks
thankyou,Thank you for your service
thankyou,Thank you very much
thankyou,thank you goodbye
thankyou,Thanks you
thankyou,Thanks a ton
thankyou,I thank you from the bottom of my heart
thankyou,Thanks a lot
thankyou,Thanks
thankyou,I thank you
thankyou,thank for your help
thankyou,Thanks a lot
thankyou,Thank you very much
thankyou,I thank you from the bottom of my heart
thankyou,thanks a lot
thankyou,Thanks you
thankyou,thanks a lot
thankyou,Thanks
thankyou,Thanks you
thankyou,Thank you
thankyou,Thank you for your service
thankyou,I thank you from the bottom of my heart
thankyou,Thank you very much
thankyou,Thanks a ton
thankyou,Thank you for your service
thankyou,Thank you very much
thankyou,Thanks
thankyou,I thank you
thankyou,Thanks a ton
thankyou,I am thankful. Thanks a lot
thankyou,Thanks a lot
thankyou,thank for your help
thankyou,Thank you very much
thankyou,Thank you
thankyou,Thank you
thankyou,Thanks you
thankyou,I am thankful. Thanks a lot
thankyou,thanks a lot
thankyou,Thanks a lot
thankyou,Thanks
thankyou,Thank you
thankyou,Thanks you
thankyou,Thank you
thankyou,I thank you
thankyou,Thanks a lot
thankyou,Thanks a lot
thankyou,Thank you very much
thankyou,Thanks a lot
thankyou,I thank you
thankyou,Thanks a lot
thankyou,Thanks a ton
thankyou,"ok, Thank you"
thankyou,No thanks for the help
thankyou,Yes thank you ma'am
thankyou,No want to know nothing thanks
thankyou,No ok want to know nothing thanks
thankyou,No ok thanks a lot madam your
thankyou,No ok thanks
thankyou,No ok thank you
thankyou,No thanks nothing to know
thankyou,Thank you
bye,OK Bye
bye,bye Bye
bye,OK Bye
bye,Bye
bye,Ok bye
bye,Bye
bye,have to go
bye,Ba bye
bye,bye
bye,Take care
bye,Thanks bye
bye,bye Bye Bye
bye,Cia
bye,Bye
bye,Bye
bye,Ba bye
bye,OK Bye
bye,very long
bye,Bye
bye,Bye
bye,bye
bye,Bye
bye,very long
bye,bye Bye Bye
bye,bye
bye,bye
bye,Kk bye
bye,See you again soon
bye,Bye
bye,See you
bye,See you again soon
bye,Ba bye
bye,See you later
bye,See you later
bye,Bye
bye,thank you goodbye.
bye,I have to go
bye,Bye
bye,thank you goodbye.
bye,very long
bye,Ok thank you goodbye
bye,Kk bye
bye,You look round
bye,I have to go
bye,Bye
bye,See you later
bye,Ok bye
bye,Ok bye
bye,thank you goodbye.
bye,have to go
bye,bye
bye,See you!
bye,Cia
bye,OK Bye
bye,Thanks bye
bye,Bye
bye,bye
bye,Okay bye
bye,Talk to you later
bye,See you later
bye,Take care
bye,See you
bye,Bye
bye,Have a good day
bye,Bye
bye,thank you goodbye
bye,Take care
bye,Cia
bye,bye Bye
bye,Ok bye bye
bye,See you again soon
bye,very long
bye,Have a good day
bye,Thanks bye
bye,Kk bye
bye,Okay bye
bye,OK Bye
bye,thank you goodbye.
bye,have to go
bye,bye Bye
bye,Bye
bye,thank you goodbye
bye,You look round
bye,have to go
bye,bye
bye,thank you goodbye.
bye,I have to go
bye,Have a good day
bye,Cia
bye,I have to go
bye,bye
bye,Have a good day
bye,thank you goodbye
bye,See you
bye,See you later
bye,bye Bye Bye
bye,Ok bye bye
bye,thank you goodbye.
bye,Ok thank you goodbye
bye,Ba bye
bye,Don't want to go you stop
bye,You hang up
bye,bye
bye,Let's check in and contact you
bye,Oh no we are done ok bye bye
bye,No ok thanks bye bye
bye,bye
bye,Oh no thank you bye
wait,I will tell in 2 minutes
wait,Wait let me see
wait,Will take some time let me see
wait,Telling give me some time
wait,Wait 1 second looking in the app
wait,It will take time to find in the app wait 1 minute
wait,Yes hold looking
wait,To hold
wait,You dont go I am coming
wait,Yes holding it will check and tell
wait,Have to find the slip
wait,Wait look will ask and tell
wait,Yes ok wait 1 minute
wait,Good wait will see and tell
wait,Ok ok will see you wait
wait,Will take 5 minutes 
wait,Will take some time let me see
wait,Give me time to find 
wait,Looking for order id wait a little
wait,Yes wait
wait,Stop calling the customer from another number
wait,Hang up and ask the customer
wait,Id don't remember will have to watch wait 1 minute 
wait,Customer is not getting a call wait see once
wait,Wait will call customer now
wait,I need five minutes
wait,5 minute hold
wait,Let me check l'll be back
wait,Please hold
wait,Please wait
wait,Please stay there im checking
wait,Im checking please wait a little
wait,How can I tell give me two minutes
wait,It is not written on hand give some time
wait,Forgot id let me see wait 1 minute
wait,Stop for 1 minute please
wait,Please shut up
wait,Ok wait see
wait,Give couple of minutes will look back and tell
wait,Do not go anywhere I am coming
wait,All right hold on let me check
wait,Ok will tell 1 minute
wait,I will do talking late they put your call on hold please stay on line
wait,Yes one second we are giving you an order number one second
wait,Wait 1 minute will tell
repeat,Tell again
repeat,I could not understand tell me again
repeat,Say again
repeat,"Tell once again, didn't understand"
repeat,"Say once again, didn't understand anything"
repeat,"Can't understand, tell once again"
repeat,What are you saying? Speak once more
repeat,Couldn't hear speak again
repeat,"What did you speak?  Didn't understand, tell again"
repeat,Could not understand tell again
repeat,"Tell once more, I couldn't understand"
repeat,Tell once again what you were saying
repeat,Can you tell once again?
repeat,I wasn't paying attention tell again
repeat,Heard nothing say again
repeat,Look I could not understand so tell again once
repeat,Can you speak again? I could not understand
repeat,Repeat what you said. I didn't understand a single thing
repeat,Say it again. Your voice was not clear so it could not be understood
repeat,I did not hear what you said earlier. Please repeat...
repeat,Could not understand. Repeat once
repeat,Tell us what you spoke again
repeat,Repeat what you said now. I could not understand
repeat,I failed to understand what you said. Repeat.
repeat,You have to repeat what you said because I did not understand what you said
repeat,Speak once again we couldn't understand anything
repeat,I did not understand. Please repeat
repeat,I cannot understand what you are saying. Please repeat...
repeat,Please say once more so that I can understand
repeat,Repeat what you explained. I failed to understand
repeat,"I could not understand, please tell again"
repeat,Don't understand tell me again
repeat,Did not understand. speak again
repeat,I could not understand what you said. Repeat
repeat,Repeat because I have not understood what to say
repeat,Don't know what you are saying. Repeat
repeat,Repeat. i didn't hear
repeat,"Could not understand, tell me again"
repeat,you would have to repeat it as i didn't understand
repeat,can you repeat it as i didn't understand
ask_human_handoff,I would like to talk to customer care.
ask_human_handoff,I want to talk to your agent
